exercise_id;name_hu;name_en;primary_muscle_group;primary_muscle_subgroup;movement_type;pattern;equipment;is_compound;difficulty_level;push_pull_category;min_experience_level;default_sets;default_reps_low;default_reps_high;is_home_friendly
95c3b52d-9eba-4635-9693-d67f992ecda0;Fordított hóangyal;Reverse Snow Angel;back;back_mid;isolation;horizontal_pull;bodyweight;0;2;Pull;1;3;12;20;1
ad1dd4e9-313c-407d-89e1-7f2b19177cd8;Hátfeszítés hason fekve;Prone Back Extension;back;back_mid;isolation;hinge;bodyweight;0;1;Pull;1;3;15;25;1
9f5e8554-5c6a-492f-af0d-ee4b57fa22e2;Széthúzás fekve kézisúllyal;Prone Dumbbell Row;back;back_mid;compound;horizontal_pull;dumbbell;1;2;Pull;1;3;10;15;1
98fd529a-ed9a-447d-a192-bfa285de3d73;Egykezes evezés térdelve;Kneeling Single-arm Row;back;back_lats;compound;horizontal_pull;dumbbell;1;2;Pull;1;3;8;12;1
643162c2-a479-4bb4-a1f0-239235688702;Törzsdöntéses evezés kézisúllyal;Bent-over Dumbbell Row;back;back_lats;compound;horizontal_pull;dumbbell;1;2;Pull;2;3;8;12;1
05279e04-0319-4c76-97aa-44591045dca4;Hátprés állva;Standing Back Squeeze;back;back_mid;isolation;horizontal_pull;bodyweight;0;1;Pull;1;3;15;30;1
ea40bc7b-c453-4c1e-99b0-685765694f5b;Hason fekvő evezés törölközővel;Towel Row on Floor;back;back_mid;compound;horizontal_pull;bodyweight;1;1;Pull;1;3;10;15;1
6e26cf12-48a5-4fd5-a840-cc291eb0b582;Guggolás saját testsúllyal;Bodyweight Squat;legs;legs_quads;compound;squat;bodyweight;1;1;Legs;1;3;12;20;1
df40a910-5d99-45db-b430-156ccaf08985;Sumo guggolás;Sumo Squat;legs;legs_quads;compound;squat;bodyweight;1;1;Legs;1;3;12;20;1
a591fe5b-85c7-42bc-9db5-c3ed6997733f;Kitörés helyben;Static Lunge;legs;legs_quads;compound;lunge;bodyweight;1;1;Legs;1;3;10;15;1
727cb08c-7438-4fa4-8a19-bbbb4df8345a;Kitörés hátralépéssel;Reverse Lunge;legs;legs_quads;compound;lunge;bodyweight;1;1;Legs;1;3;10;15;1
04f24848-fc13-4c8b-a25d-7ac398cfc68e;Oldalsó kitörés;Side Lunge;legs;legs_quads;compound;lunge;bodyweight;1;2;Legs;1;3;10;15;1
b04a62f3-9ea2-44ef-8c02-7746189c2e53;Ugró guggolás;Jump Squat;legs;legs_quads;compound;squat;bodyweight;1;3;Legs;2;3;6;12;1
82dbd990-a147-4eba-b6d6-98e8048c056f;Fali ülés;Wall Sit;legs;legs_quads;isolation;squat;bodyweight;0;2;Legs;1;3;20;40;1
e8dd0627-ee14-4a61-95cf-c1f95fabafb4;Román felhúzás kézisúllyal;Dumbbell Romanian Deadlift;legs;legs_hamstrings;compound;hinge;dumbbell;1;2;Legs;2;3;8;12;1
17cf05b8-353c-4ac4-81c9-e8b49cc0c614;Egylábas román felhúzás;Single-leg RDL;legs;legs_hamstrings;compound;hinge;dumbbell;1;3;Legs;2;3;6;10;1
8a5079af-01a5-4033-b1fc-9206573717a1;Vádli emelés saját testsúllyal;Bodyweight Calf Raise;legs;calves;isolation;raise;bodyweight;0;1;Legs;1;4;15;25;1
843e568b-b9a4-415a-bc25-5a36b453e8b0;Vállkörzés;Arm Circles;shoulders;shoulders_side;isolation;raise;bodyweight;0;1;Push;1;3;20;40;1
8d7cccb6-0e70-40ea-8463-af465cf50751;Oldalemelés állva;Standing Lateral Raise;shoulders;shoulders_side;isolation;raise;dumbbell;0;1;Pull;1;3;10;15;1
91708339-c29c-44ab-a641-8af70d4479b4;Előreemelés állva;Front Raise;shoulders;shoulders_front;isolation;raise;dumbbell;0;1;Pull;1;3;10;15;1
3ea89ee1-33e6-47d9-adcc-7724e1f46722;Vállnyomás kézisúllyal;Dumbbell Shoulder Press;shoulders;shoulders_front;compound;vertical_press;dumbbell;1;2;Push;1;3;8;12;1
093ecaf7-064b-47e5-9a6b-2d6b5e416693;Arnold nyomás;Arnold Press;shoulders;shoulders_front;compound;vertical_press;dumbbell;1;3;Push;2;3;8;12;1
3886fc58-465d-42b3-b6b3-d4989f5923fe;Döntött törzsű oldalemelés;Bent-over Lateral Raise;shoulders;shoulders_rear;isolation;raise;dumbbell;0;2;Pull;1;3;10;15;1
eac0a3d0-04ee-4561-8006-873cbe4d90f4;Vállemelés kézisúllyal;Dumbbell Shrug;shoulders;shoulders_traps;isolation;shrug;dumbbell;0;1;Pull;1;3;12;20;1
82116ce5-9152-4b6f-882f-24f6111426f1;Fal melletti kézállás tartás;Wall Handstand Hold;shoulders;shoulders_front;compound;vertical_press;bodyweight;1;3;Push;2;3;15;30;1
3f8fe226-d2a7-4707-a46e-8a2f21d807f9;Fekvőtámasz vállérintéssel;Shoulder Tap Push-up;shoulders;shoulders_front;compound;horizontal_press;bodyweight;1;2;Push;1;3;8;15;1
322f2302-b83e-47f6-8bbf-2a8c631c786b;Pike fekvőtámasz;Pike Push-up;shoulders;shoulders_front;compound;vertical_press;bodyweight;1;3;Push;2;3;6;12;1
0f8522f0-f9f3-4c75-beec-3a0be79baeed;Állva bicepsz kézisúllyal;Standing Dumbbell Curl;biceps;biceps;isolation;curl;dumbbell;0;1;Pull;1;3;10;15;1
364be89f-3ce3-4487-b6a1-eaff174872fe;Kalapács bicepsz;Hammer Curl;biceps;biceps_brachialis;isolation;curl;dumbbell;0;1;Pull;1;3;10;15;1
b6b1250d-ea1e-497f-9a85-d0b3c03c6a36;Koncentrált bicepsz ülve;Concentration Curl;biceps;biceps;isolation;curl;dumbbell;0;2;Pull;1;3;8;12;1
314543ea-b2d9-467f-88fb-b71d3b821e89;Bicepsz 21-esek;21s Curl;biceps;biceps;isolation;curl;dumbbell;0;2;Pull;2;3;21;21;1
8027e29c-954c-4bb1-9dde-61cba0d3b18e;Falnál állós bicepsz;Wall-supported Curl;biceps;biceps;isolation;curl;dumbbell;0;1;Pull;1;3;10;15;1
855207b5-adc1-458c-915c-43913365ac89;Ferde padon bicepsz;Incline Dumbbell Curl;biceps;biceps;isolation;curl;dumbbell;0;2;Pull;2;3;8;12;1
99e664df-4095-41d4-84fe-db09c5ef0a2f;Zottman bicepsz;Zottman Curl;biceps;biceps_brachialis;isolation;curl;dumbbell;0;2;Pull;2;3;8;12;1
ce71c692-1e14-4a5d-a965-7e7005a85852;Ülő bicepsz váltott karral;Seated Alternating Curl;biceps;biceps;isolation;curl;dumbbell;0;1;Pull;1;3;10;15;1
b98414c1-f0ea-4eb9-8ff6-9f1f868792cc;Izometrikus bicepsz tartás;Isometric Curl Hold;biceps;biceps;isolation;curl;dumbbell;0;2;Pull;1;3;20;40;1
40ba1b66-f655-4707-80b5-542663bbac53;Bicepsz törölközővel;Towel Curl;biceps;biceps;isolation;curl;bodyweight;0;1;Pull;1;3;10;15;1
67dfa377-8c4c-499f-b754-70cc198e9857;Tolódzkodás paddal;Bench Dip;triceps;triceps_long;compound;vertical_press;bodyweight;1;2;Push;1;3;8;15;1
faef53c4-567e-4cda-9587-ae952cd2171e;Tolódzkodás földön;Floor Dip;triceps;triceps_long;compound;vertical_press;bodyweight;1;1;Push;1;3;8;15;1
f865b60f-a78b-40af-a80e-2a245f9bef05;Szűk fekvőtámasz;Close-grip Push-up;triceps;triceps_long;compound;horizontal_press;bodyweight;1;2;Push;1;3;8;15;1
fa8cfc49-c18b-4523-925c-36705469f745;Tricepsz nyújtás fej fölött;Overhead Dumbbell Extension;triceps;triceps_long;isolation;extension;dumbbell;0;2;Push;1;3;10;15;1
04c6e872-7865-49a5-a902-90370a918be1;Tricepsz nyújtás döntve;Bent-over Kickback;triceps;triceps_lateral;isolation;extension;dumbbell;0;1;Push;1;3;10;15;1
6f5e64a5-a7b7-4f86-882d-e2e670cb9f78;Tricepsz szűk fekvenyomás padlón;Floor Close-grip Press;triceps;triceps_long;compound;horizontal_press;dumbbell;1;2;Push;2;3;8;12;1
a5fe4d2b-3f26-4317-a917-5804c4d6da42;Tricepsz francia nyomás fekve;Lying Triceps Extension;triceps;triceps_long;isolation;extension;dumbbell;0;2;Push;2;3;8;12;1
74a2679d-c632-43ac-8562-ec15524cecfd;Tricepsz plankben tartás;Plank Triceps Hold;triceps;triceps_long;isolation;horizontal_press;bodyweight;0;1;Push;1;3;20;40;1
5d01b8de-e139-45b1-a4c5-177d8f72f6ab;Tricepsz egykezes fej fölött;Single-arm Overhead Extension;triceps;triceps_long;isolation;extension;dumbbell;0;2;Push;1;3;10;15;1
fd0c9a93-7369-4120-a95d-02f421141e51;Tricepsz tolódzkodás székre;Chair Dip;triceps;triceps_long;compound;vertical_press;bodyweight;1;2;Push;1;3;8;15;1
