plan_id,calories_kcal,protein_g,carbs_g,fat_g,meals_per_day,snacks_per_day
fcfd3d0d-b410-40fc-9e07-6136082a15f6,4280.61,175.5,668.8,100.4,4,1
a03ac1e3-f64f-4ea4-b5ad-8044952c9730,2143.8,128.1,284.2,54.9,4,1
8b841158-3e99-4e29-8168-1fd703094ba1,1772.28,119.3,207.2,51.8,4,1
84b20e6e-6bb7-4e4b-badb-bb03c7aba21d,2317.6,146.9,289.8,63.4,4,1
a163a566-d7e0-447f-a727-f43b5f4acafb,2260.96,120.0,301.6,63.9,4,1
a0bb3983-dff4-47ee-be6a-3f581b6181d8,3435.26,134.9,589.9,59.6,4,1
b5ef2228-45ff-4137-9541-d271f41658d3,1349.04,143.9,61.7,58.5,4,1
0cdb5cf8-2ebc-4211-b053-3b889bc8f175,2095.28,208.3,97.0,97.1,4,1
790ebbd8-3f44-45f0-9d6c-dfd1a16abe76,3184.36,154.1,433.5,92.7,4,1
d905beb4-5381-40e9-bcd9-f8bc84265fe8,3438.64,119.1,597.8,63.4,4,1
6e831994-01a4-49e1-90b5-82ccc55a8218,2364.04,206.8,210.4,77.3,4,1
acd76f77-b5ba-43a7-a36a-1deb400d3769,2929.34,238.4,305.0,84.0,4,1
053038c8-5a83-44f9-a679-6e6b32d99f7e,1144.32,119.8,57.3,48.4,4,1
3cb7fcb9-e4d5-4e9d-b641-e5bb46c01b6e,1919.4,130.5,204.3,64.5,4,1
3b1acd3f-c0ff-4a3c-b43e-128f7c05941f,3495.44,186.9,463.4,99.4,4,1
324805e9-ee8e-4e74-bf1b-4eb94f7c15a9,1941.81,98.4,272.2,51.0,4,1
72084747-42d5-4075-95c2-28eb1119c751,2321.67,143.8,290.6,64.9,4,1
ea3da898-ad35-4282-87d9-87a333546346,2968.44,111.6,487.9,63.4,4,1
ace44f69-ebcb-4dc5-ac21-667d93426cd7,2179.22,185.4,187.2,76.5,4,1
8cfaaa46-d4fd-46c3-8926-c707183c3cf8,3003.13,120.6,471.7,70.4,4,1
25b89d34-9782-4cb4-90ba-75dd02344ba8,1437.83,130.7,101.0,56.8,4,1
28e915ae-6aa7-4d5c-b167-09595272292f,3190.41,248.3,324.6,99.9,4,1
5c4aaba1-288b-472f-ab0c-0f8273b07edd,2461.78,122.7,313.2,79.8,4,1
7f972653-985a-480a-bb47-7a975ba9d8d9,2388.47,212.9,199.5,82.1,4,1
9303c48c-439d-4b42-930a-f134b9def72f,3791.41,181.2,539.0,101.2,4,1
db9f2e1f-dde0-4285-91f5-372fdc5cce59,3901.58,160.4,614.2,89.2,4,1
99bfa648-3d01-48ef-bf9b-94194e5a06d6,1609.43,109.4,188.9,46.3,4,1
485a2c42-a3c4-420d-8e25-50c34f345f2b,1780.28,155.7,146.8,63.4,4,1
d994777d-9e22-446d-bd9e-a84c901cfc4a,4558.55,200.3,716.5,99.0,4,1
59e6aef0-0f0f-423c-9d06-85475df7efac,1866.55,152.2,191.1,54.8,4,1
311471aa-a340-4f2f-b479-d9ec1fcb876b,4168.41,224.5,595.5,98.7,4,1
2c25817a-8662-4628-9dc2-56d010e74d2f,3095.95,200.2,391.0,81.2,4,1
561c17c6-3d82-4052-89de-a8c6268490a1,2424.51,204.4,239.0,72.4,4,1
ce92e7ca-a3f4-46f5-be9e-9ad064debe92,1593.69,142.1,132.2,55.1,4,1
bcf0364f-838e-4569-b546-2f31e5ed6432,2505.87,157.0,295.9,77.1,4,1
797ef7ed-02bd-4f30-9f79-546a08f3f479,3076.51,235.3,315.8,96.9,4,1
360bf8f9-d25a-43f5-854f-8f0ae00046a5,2816.22,171.2,383.8,66.2,4,1
3b384997-6baa-434a-9992-37814d2d6a05,2655.17,157.3,319.7,83.0,4,1
1450dc91-3087-425f-8e41-0f832c3e4289,2239.98,178.0,215.5,74.0,4,1
9919b2f4-3744-4c37-8dc6-55429e26a9c4,3676.02,167.0,549.8,89.9,4,1
093536b4-5705-4bac-9b40-3f8118b28594,2611.53,122.5,397.3,59.2,4,1
b783af31-40ba-4949-b9bd-10ad7d833e8e,1323.12,118.2,101.8,49.2,4,1
acc98aec-ec86-4c8c-bf3d-ccc86e7e1761,2155.24,112.7,306.5,53.2,4,1
1abbff6c-f153-4b16-81d7-0dc82809f8d5,1269.83,144.9,55.4,52.1,4,1
4d56397d-84ab-4310-b495-1580b6131e3b,2722.68,135.6,371.0,77.3,4,1
727ed912-2961-4964-845b-ec1254a0a3f8,2360.57,117.9,350.8,54.0,4,1
10391ffd-ae90-48dd-b119-703d480cff3d,2824.59,195.8,308.2,89.8,4,1
287bf73c-20de-43b1-be87-e4124fe53cb3,3154.58,156.7,427.3,91.0,4,1
0000ad64-33b8-4602-b8e6-147627904a05,2679.9,98.7,446.0,55.7,4,1
34d02750-c292-42cd-970f-ab7eb6dd5c5a,3179.96,179.6,366.4,110.6,4,1
55bd4d1d-3bc4-4230-9bd6-cc2ec95a4000,1699.0,133.5,169.8,54.0,4,1
e23dcdfd-d9a3-4e7a-a0f8-f639e99245ab,2160.25,121.6,249.7,75.0,4,1
0aa5813c-5ffb-4983-bb18-c5f106d112f3,1714.87,175.0,91.0,72.3,4,1
6e7b78e1-db85-4754-bb3e-4ce5784e4d8a,3559.06,154.5,505.3,102.2,4,1
4d8cc564-f3a9-42e3-b20e-1a1d63b01421,3289.69,162.1,463.9,87.3,4,1
bc820a1f-2916-4a6c-b6a0-0345dc6ec7b2,1413.0,116.2,97.9,61.9,4,1
21667abc-b3b3-4180-be26-1140719c5e4b,1562.72,134.1,137.0,53.2,4,1
4d8cac99-981e-4d07-abeb-e0da614984f5,2934.01,116.9,475.6,62.6,4,1
c695081b-2ed4-4e4e-9eae-eb7a1310c196,2005.71,107.7,278.6,51.2,4,1
af5b8b85-2308-4ab9-ae34-f505487f2601,1641.08,110.1,194.0,47.2,4,1
4cb0b621-dea0-45f3-95b4-2755ab95e28a,1216.78,117.2,86.8,44.5,4,1
feee6ece-e39b-447b-b9de-1fec5a8de94a,1690.9,88.8,215.8,52.5,4,1
c8a40663-d32a-4031-b5b7-f1768927e8a6,3471.18,198.1,429.3,106.8,4,1
d52a529b-8f9c-47e4-bd8b-75aee4221941,1923.67,172.5,127.6,80.4,4,1
b93e9b84-36df-45c0-8219-b552d1618dd5,2769.92,146.0,403.8,63.4,4,1
b2d40a3e-46f9-4c3a-9ad4-d02c9ac2e7de,2484.47,164.3,220.0,105.2,4,1
18a0413f-916f-4288-9119-a8d002ac2b9b,2924.3,182.6,362.2,82.8,4,1
30952830-f455-4db4-9e51-fbb0a777d8c8,2772.32,124.5,424.0,64.3,4,1
24901dfc-a308-4951-b7d2-f620d3ce99d1,1863.19,122.3,227.7,51.5,4,1
43e9808b-ba9d-40f0-a23a-bc3b1e829dfc,3807.2,228.6,492.4,102.6,4,1
59f993f3-f75b-482e-80d1-4f6714c02d78,1734.65,124.6,197.2,49.7,4,1
bbb6ec3f-2c90-4099-bd69-ec2bf1607661,1396.09,165.2,31.5,67.7,4,1
6298e5d0-7901-4179-8091-8e6db5b973a7,2492.83,161.8,312.5,66.2,4,1
1ef34bdf-8f56-4db5-becc-289077d0272c,2970.85,109.1,498.7,60.0,4,1
2b1318f8-e5cf-43df-b1d2-687af09afcf5,1798.93,162.6,128.5,70.5,4,1
b61c2c18-d0e1-4c0f-bc57-f1999f29ef16,2115.78,163.0,184.0,80.9,4,1
e57d5461-bc70-423a-8c3f-616bfbef661f,3161.5,112.0,529.5,66.2,4,1
678e63b4-d336-45f6-8211-3d923646794c,2570.72,223.0,197.5,98.7,4,1
5856b76c-bc17-497a-8d59-4c07392111dd,2337.62,114.8,318.7,67.1,4,1
7023f2ac-41bf-41b5-9c17-4eeaa7c6d5c4,2055.09,153.7,230.5,57.6,4,1
c787022b-df59-46e8-9b5d-3dd36813ff1e,3156.34,192.9,332.6,117.1,4,1
32c27df8-f6c2-4035-86b0-09829584c062,2018.94,107.9,280.6,51.6,4,1
42a70ea7-e741-4595-b53f-963989ba18f2,3467.31,232.2,429.7,91.1,4,1
fd1251fa-ebe9-4913-bae5-439e3f8d5305,3710.19,182.4,534.7,93.5,4,1
be873b18-92ad-47e0-b0bf-e51beb8251ce,2600.7,112.9,392.3,64.5,4,1
e67a02d9-b07c-44db-9990-3a3fbd486331,2642.16,177.8,276.7,91.6,4,1
8aee0ada-af15-4120-8619-262770fa6b6f,4081.31,228.6,555.2,105.1,4,1
b1d1e3c7-4309-4833-9867-86c2f1d3489b,2580.1,215.3,211.5,97.0,4,1
4a53fc35-82e6-4a5f-972a-cfc7923a7204,2418.51,125.2,316.9,72.3,4,1
451a5d92-5a21-424c-b3b2-a3ea585d1944,3254.89,251.6,321.2,107.1,4,1
18819a50-b0fe-43f9-8de0-64d7b9a3ba97,2391.39,123.7,342.4,58.6,4,1
8c5c1621-b35f-4c22-a624-42d2b9359d0a,3474.22,172.2,423.4,121.3,4,1
e54edcec-b580-4b18-8e70-00a48a135e37,3450.89,143.2,485.9,103.8,4,1
f3c9f91c-596f-426b-a205-273053948a4c,3864.17,165.5,541.5,115.1,4,1
a339ebdd-e5f0-4e5b-8c3e-69ba5d4e5e44,2009.66,173.1,144.4,82.2,4,1
84a95814-224b-42ee-9b55-d0174da9975f,2292.62,105.3,364.5,45.9,4,1
54716cc6-0b0d-4415-8e5e-b019b40fb964,2159.53,108.2,333.6,43.6,4,1
62f9ffe2-61a1-4409-a8ef-a6c2b7368a09,2343.7,94.0,356.6,60.2,4,1
b6698d9a-37ab-4945-a12d-614be99adb25,3614.55,220.1,468.7,95.5,4,1
2ab751ef-d7ee-4960-9466-e699f4bbf45d,3107.96,127.4,496.0,68.3,4,1
17eceb1e-e154-4603-8ea6-97243bb984dd,2055.36,118.2,284.4,49.5,4,1
a0ca3bc4-c622-4577-a87c-545526247c6a,1870.36,145.9,194.9,56.3,4,1
f04ec8aa-e0bf-476c-827c-1290fc176beb,1486.92,117.6,156.0,43.6,4,1
e08f6dd5-907a-4fcf-ba5a-736ae3780785,3358.55,196.3,444.2,88.5,4,1
48c0e538-fff5-4edd-a5ba-857dbddaa631,1120.51,124.9,44.7,49.1,4,1
d84dd2e1-1d7e-40e5-bac2-a524861a1cc3,2393.15,221.7,143.6,103.5,4,1
cc94ef3b-bc44-427c-b440-878d41bdfb7e,2004.06,143.3,216.1,62.9,4,1
f77f8166-066d-4610-8c7c-c16783864593,2566.4,175.5,296.5,75.4,4,1
cea35f62-154f-497e-9438-0f316f35789c,3933.04,162.8,632.1,83.7,4,1
3ae79e43-5cde-4e7e-82c4-043272494c39,2726.92,145.7,379.8,69.5,4,1
1f240d34-af0b-4673-8714-010a0297a9d6,3103.03,164.2,400.9,93.6,4,1
8f7b69a8-c72f-4dae-99b9-641e39c4805f,2958.22,105.4,501.1,59.1,4,1
b99d6f8d-3a51-4102-96ba-99ca514d5445,2001.16,137.5,242.4,53.5,4,1
a722c3e5-3917-43fa-9b0c-fa0f8d758c06,2782.4,128.3,431.2,60.5,4,1
8084f905-1f4f-4e3e-b69a-1b4477301d8d,1800.68,179.7,75.0,86.9,4,1
72c0c4a2-c45e-4731-abf6-2db30beca436,3089.55,144.3,397.6,102.4,4,1
583c0f4c-1ff4-4ca9-898b-d88645ec8bc0,3761.75,143.5,608.3,83.8,4,1
235971db-6693-42fb-95e3-7c701197e5de,4707.72,213.6,684.3,124.0,4,1
5902979d-0da0-4da3-a855-b678ccb632e5,3096.17,230.7,345.2,88.1,4,1
a854d4ea-6f6b-4987-8b7f-3e6861fee08d,2100.38,103.0,311.9,49.0,4,1
4fa33c93-39a0-46f8-9af7-7242130499cf,1538.4,126.7,138.4,53.1,4,1
fb8d2515-0814-4094-9cb4-829e608d7a42,2982.76,239.3,268.3,105.8,4,1
785bfd8f-7b92-46e6-9d80-e642d9e98019,3304.28,154.2,529.3,63.4,4,1
65921666-37eb-4542-b432-6dd484b3c891,2434.41,115.6,342.2,67.0,4,1
71bb5558-9480-4555-93fc-2e8527262889,2498.41,130.8,349.2,64.3,4,1
82878c26-c42a-4edc-97c1-f58c00371975,1819.91,165.9,122.2,74.2,4,1
c3089d6e-81c8-4719-a2fa-08b9cac482c7,3108.14,206.9,356.3,95.0,4,1
9c862b68-b6b1-4d6c-9625-f8e7dfa26f42,1642.83,160.1,93.9,69.7,4,1
2cde8875-20a1-4131-91d0-8663d880c516,2055.68,197.1,147.3,75.3,4,1
887945df-469d-4d35-a5fc-16395301a4a7,2807.43,202.9,308.4,84.7,4,1
6437e3f7-5249-4e2c-9345-35ce34776145,2257.03,144.6,276.9,63.4,4,1
d1110a7b-e2a9-4ec8-aadd-0d0e469319db,2778.87,128.9,400.7,73.4,4,1
5e8e0b58-4f42-4931-8c7b-4585ccf76c50,1653.06,156.7,90.0,74.0,4,1
27b25f4d-61bb-4c90-be97-e55c8266723a,2705.66,188.0,262.0,100.6,4,1
66815fd3-3829-4b94-98a6-b2093e93a5de,2448.0,140.5,329.0,63.3,4,1
25b285d9-0a04-45f1-b136-74f9fdf875e5,3075.51,180.1,389.6,88.5,4,1
a253a172-abea-4b71-8e83-3d4741eeaa9c,2823.88,159.6,366.6,79.9,4,1
5d752517-43f3-4d24-9e47-bca1abb1316d,3403.32,162.9,495.5,85.5,4,1
799c535c-294b-468e-844b-a29e07927c4b,2009.64,158.5,196.1,65.7,4,1
6983a929-f0ef-4452-baaa-8d8dd4329390,2337.13,141.8,274.1,74.8,4,1
80583a05-23b7-4f5a-b703-1d1d860c3f2b,3454.85,116.5,606.7,62.5,4,1
68efa881-631e-42dd-bc7c-4ea8264bb67e,1906.8,204.6,62.3,93.3,4,1
3f1d2398-9c97-4bdf-93bf-54a7723790e1,1458.97,128.4,118.9,52.2,4,1
33f664ae-7477-40f6-89f0-d282433f20b4,1648.5,140.6,139.9,58.5,4,1
dbca04ce-54b6-49bf-97b8-28b70d732a72,2500.28,120.2,387.8,52.0,4,1
f41aa2b7-7eca-46d3-a121-1e37299520db,1853.99,141.0,199.6,54.7,4,1
4c744a4e-1755-4256-887d-0a55e4b37409,3281.15,173.0,428.4,97.3,4,1
eecc1b49-50ae-4a98-af23-b1787fe32de3,2368.36,93.0,391.3,47.9,4,1
9dd15f9b-1fc2-44a9-93bf-17eb75087bf1,2157.91,186.8,180.4,76.6,4,1
0c3e7ac4-47db-4f04-a487-56a8f8ed62c7,2203.14,163.5,194.4,85.7,4,1
74aed97f-b78d-443f-a121-00ffb56abce8,2765.77,197.2,293.0,89.5,4,1
59574f29-810e-4eb3-995d-d50fa78077a7,1435.31,149.3,73.4,60.5,4,1
2457b6a8-72d4-44bc-8632-9fc4dce548b5,1701.49,186.3,46.1,85.8,4,1
146dc875-dd62-4e5f-a07d-fd5129fb6cd9,2435.59,251.2,144.5,94.8,4,1
dc19f65c-07e9-4450-8586-c9c1e9cbf9d6,2868.7,228.5,291.0,87.9,4,1
fed6aebc-57b2-4c3f-9c04-3a358f7fae14,3640.0,154.0,556.4,88.7,4,1
7bd07964-d8f5-43ec-9be4-11050ac1483c,2615.67,180.7,299.8,77.1,4,1
51a876ef-9df7-480e-99d5-8f922116fbb9,2930.41,176.8,280.4,122.4,4,1
3657479c-d302-48d8-9269-db8dcef3a0d1,1488.38,133.8,116.5,54.1,4,1
82129fc4-af94-4bb7-97a5-a85a9c62ded7,1197.9,126.1,65.5,47.9,4,1
8ba82dbb-ab94-46ff-92d5-433daec21a26,2133.57,134.8,256.7,63.1,4,1
196b5a4c-4508-47b4-8b64-5240e471d57d,1711.86,129.7,175.2,54.7,4,1
61d21910-8436-4658-b42b-e8ebdf59b772,2875.77,122.7,464.6,58.5,4,1
474a786f-2a17-409f-bb53-6f25f4bc01f8,1430.86,132.4,81.7,63.8,4,1
f288a005-b3a4-48ef-ad2f-2437ca6f4ce2,1631.55,151.4,111.5,64.4,4,1
6e06be66-ec66-47f2-b48b-e8f9ce5ae10b,2175.9,124.8,285.9,59.2,4,1
bbe8ca97-9933-4699-a690-60a5daa72f85,2061.99,106.2,292.0,52.2,4,1
bebc7804-5621-4322-b758-dd7a0856938b,2042.01,150.6,219.1,62.6,4,1
217a270c-8392-4656-8bd7-4cd374cd17e4,1339.7,130.1,73.9,58.2,4,1
e01e4fec-b431-4248-ba3d-e1b7e2301272,1834.03,169.7,134.5,68.6,4,1
0f832d03-d7a5-40fb-9c57-6fbf8ed3242b,2315.47,143.2,306.3,57.5,4,1
6e472b79-f2c7-4d94-a80a-0cad710cd035,3169.16,193.1,414.8,81.9,4,1
7e94b77e-335f-491a-91f5-8cce30822a61,3495.82,130.8,592.4,67.0,4,1
eb9a122a-a21f-4454-951d-765cad97cc08,2388.88,137.5,293.4,74.0,4,1
a8ea49d9-25ec-47b3-a1e5-1ba079d6b285,2327.4,249.5,92.3,106.7,4,1
83fd2543-2dd9-41f4-a64d-710e16a21379,3165.83,230.1,363.2,88.1,4,1
5f1f6d20-deb3-4e4d-a9e3-b75822bf2d2c,2509.02,100.8,391.0,60.2,4,1
1d0c24d9-c739-494d-bdd6-a62ad0f0a69c,2172.59,134.7,253.5,68.9,4,1
9d290992-733f-432e-85c2-99d305e8a2a7,2797.52,171.7,303.6,99.6,4,1
d25f6836-effa-401d-a1e2-07fea2ca07b5,2753.63,96.4,459.6,58.9,4,1
7c98b8b5-4703-4b0d-a991-a83da0f4fb6b,2583.36,238.9,174.9,103.1,4,1
e162b1ec-8b5a-4274-8a37-ac1c248df681,1470.12,130.8,114.5,54.3,4,1
b06849c2-749b-4aab-82f2-e7d1fd34b1b5,2069.77,97.1,301.1,53.0,4,1
e6edafe5-2706-414d-a97c-76aa8a8fa7b0,2960.65,185.6,384.2,75.7,4,1
7b5c31f0-4ae6-4bed-a7bd-7470e8ae820a,2431.38,126.9,373.1,47.9,4,1
58e3053e-1e01-4717-a248-8ed948f28e67,2136.33,147.3,265.1,54.1,4,1
ec89e1e9-794b-42ef-8ed8-45d592276f78,1824.35,162.9,149.8,63.8,4,1
ff6ec9e1-684f-4659-9f8b-baf9966ca3aa,2203.23,128.9,300.0,54.2,4,1
35c915ac-fefc-4e8a-9f1e-59e4d9b88b15,3194.74,168.8,379.5,111.2,4,1
eee8bfed-cc64-4457-987a-a9b7f8ddc82f,1883.19,221.2,36.0,94.9,4,1
8336fe60-e489-4750-be95-fba23dd9a927,2627.15,163.9,342.0,67.1,4,1
a92e4eec-1616-4fa6-8789-7bb9c7d826eb,2736.77,120.5,452.4,49.5,4,1
c853b87d-9940-4864-b4b7-19b2f74722b1,1914.83,165.4,158.6,68.8,4,1
330df0fe-2bec-45b2-a514-4ea25a9667bd,3184.76,116.6,519.9,71.0,4,1
e0a07e09-07cd-4a1c-a4f1-3702e2933602,3483.6,118.0,592.9,71.1,4,1
29e7608c-bf0e-4f4b-a8f4-568113bb84d6,3595.93,175.2,478.9,108.8,4,1
2ff5afd3-71cd-4218-839a-17ed0055731d,3561.12,148.6,548.0,86.1,4,1
b79ab13a-bd1c-410b-8817-8c4c8471d2c1,1633.74,137.9,157.3,50.3,4,1
cd7d7eeb-4265-43d7-bb8e-3b097ff9d2c9,1987.56,115.8,250.2,58.2,4,1
8bd29833-01ed-49a5-9d1a-898fc0c5d5e9,2543.04,149.9,330.8,68.9,4,1
ab62b238-a90f-40d9-9f23-01bd0fdc98b2,2357.7,206.7,169.4,94.8,4,1
0388fcbc-055d-4b63-8f77-41eb1434a810,2456.28,100.2,387.4,56.2,4,1
fef773f4-04a9-451a-b028-925d2725ed97,3230.94,149.9,479.3,79.3,4,1
2ac56ac9-1933-4ad5-93ca-d0bd3e8dfb29,2450.27,157.2,292.5,72.4,4,1
fdf244fe-7573-4363-9cc7-f429738e0e85,2327.56,171.3,248.6,72.0,4,1
06454c68-2b9d-4d14-b374-d77d410126d3,2269.22,125.4,304.8,61.0,4,1
087cc9b7-c1d4-485c-b815-d973dcf67c57,2505.2,137.9,357.0,58.4,4,1
9e4a308e-808c-4b13-a679-5a9502a931c9,2552.63,192.6,283.5,72.0,4,1
27052784-e2cb-4220-883e-364536913e56,1957.58,108.2,254.4,56.3,4,1
51884a30-35ba-422d-b438-eb788ac85c8f,1827.32,192.8,92.3,76.3,4,1
76a0fea3-7b44-4a88-847f-6fb183dc1385,3626.16,221.2,473.1,94.4,4,1
22c53d4d-6d0e-4faa-87b2-e0b1eca3c5e8,2111.49,117.9,293.1,51.9,4,1
67ab70d0-4f61-4240-9065-d3a8a59e16df,2078.34,189.7,121.7,92.5,4,1
3ada1f59-fa64-481f-9151-69328918acb2,2511.56,112.0,356.0,71.0,4,1
d561cd94-0860-40e6-b892-efd08bfa64dd,3348.17,212.4,427.3,87.7,4,1
6fba84ce-df1f-452d-b1bc-f1c0ede0ba6b,2881.96,179.0,352.4,84.1,4,1
8bd270ea-3e78-4f3e-b12c-6e3199588717,3137.57,94.4,549.3,62.5,4,1
0dba044e-31e9-4528-9fa2-dee5561baf15,1701.66,110.5,197.5,52.2,4,1
ae0edc30-9b1d-4579-9bd5-9e4d446cc9c0,2707.94,83.8,467.7,55.8,4,1
19eb040a-ab65-475a-8382-551e8d981c09,2311.38,181.4,193.6,90.2,4,1
10c3a817-326f-484d-b5ea-1f6625d53c53,3467.75,183.3,459.7,99.5,4,1
d645bc0a-4af6-4f06-af81-dbd56e563e49,2297.1,154.1,268.5,67.4,4,1
c6aa19c4-6943-4604-b1b3-371afc806367,1977.06,170.2,168.6,69.1,4,1
d98831e4-2ce4-4c12-87f6-eeeed97e89e4,2227.45,168.1,226.4,72.1,4,1
731aa2d0-a305-4b38-b72a-114cb45d2a61,2039.4,185.2,156.8,74.6,4,1
5cacb6a2-77db-4316-941e-d2bfa5a9a988,2804.86,111.1,429.1,71.6,4,1
1087a31a-1213-4800-b5a9-3bc2a5488b73,3621.7,181.6,495.5,101.5,4,1
4ecf198d-cf40-4437-9b7e-2ce07affdbc1,2326.54,105.7,364.6,49.5,4,1
699fde05-f1d6-49ca-ade0-44e0c44482a2,4515.26,195.0,671.9,116.4,4,1
e71e7e5f-3bc0-43c3-a8b0-f02919f7335d,1668.03,125.1,152.5,62.0,4,1
0cb07c33-cfbf-4e30-92fc-d198531435ff,1938.74,205.8,119.0,71.0,4,1
9cda151a-ea81-4f20-bfa2-281e2857827f,1543.12,170.1,58.5,69.9,4,1
418d640c-938a-4d3b-bece-c05060aee463,3395.87,132.5,560.6,69.3,4,1
24686aa4-68ad-49d2-9122-a97339f88c27,1795.97,142.3,176.9,57.7,4,1
e5d2eafe-5492-4dfa-b90a-cee61d2ff808,2826.82,122.1,469.5,51.2,4,1
02d6d676-2a58-4607-9106-208b3b46a979,1394.89,134.6,90.5,55.0,4,1
2117d1fa-9403-46c0-b1e7-e8eb9e315667,4025.99,172.6,627.5,91.7,4,1
62ce9274-55cd-49dc-bbed-59064c3b3c45,2491.64,141.3,280.1,89.6,4,1
