meal_id;plan_id;meal_type;meal_order;meal_name
89f49beb-ae26-4638-a99c-8735391812ee;3dc2cc36-c199-4980-8eec-c5ebb761e740;snack;4;Snack 1
922fc98d-6c7d-420f-8d81-2b5f1350b532;3dc2cc36-c199-4980-8eec-c5ebb761e740;preworkout_snack;5;Preworkout_snack 2
156aa621-d0bc-439d-9e38-32b65595cd67;021c73fa-c5ce-4bb7-9695-148fceb883e3;breakfast;1;Breakfast 1
e098dd7d-204b-4803-a795-bbabca122baa;021c73fa-c5ce-4bb7-9695-148fceb883e3;lunch;2;Lunch 2
44315be6-b25c-4c74-97de-08cd5fdf70f9;021c73fa-c5ce-4bb7-9695-148fceb883e3;dinner;3;Dinner 3
ad26be48-ed96-4ef8-bbec-305b734ad740;021c73fa-c5ce-4bb7-9695-148fceb883e3;meal;4;Meal 4
f33cadb0-bb81-4433-95ac-d84934e59f3c;021c73fa-c5ce-4bb7-9695-148fceb883e3;snack;5;Snack 1
5c97c7a2-e385-4e54-9308-2ea20a2fb268;021c73fa-c5ce-4bb7-9695-148fceb883e3;preworkout_snack;6;Preworkout_snack 2
08ce978b-7ff5-46f7-8f56-fc1be707bf95;4ea6f1e5-6ecc-4d13-a686-b87f3c449b5f;breakfast;1;Breakfast 1
305bd8ec-03cb-4353-820a-04da9cd82994;4ea6f1e5-6ecc-4d13-a686-b87f3c449b5f;lunch;2;Lunch 2
4aa973f9-eb04-409d-817c-d748d6cb09c7;4ea6f1e5-6ecc-4d13-a686-b87f3c449b5f;dinner;3;Dinner 3
bf24c395-9401-47c6-831c-2f238604ef50;4ea6f1e5-6ecc-4d13-a686-b87f3c449b5f;meal;4;Meal 4
1833705b-9f1a-4ada-9887-1ff161a087b3;4ea6f1e5-6ecc-4d13-a686-b87f3c449b5f;meal;5;Meal 5
bcdc6e91-dfdc-4db3-ae4b-f042d2f86ee1;4ea6f1e5-6ecc-4d13-a686-b87f3c449b5f;snack;6;Snack 1
6e080f68-88cc-4012-bb1f-b604e9d4ac47;3ddb6ff8-7f24-494a-a3d1-d0c1aeef8acf;breakfast;1;Breakfast 1
aa48d400-6a1c-482b-85e6-aa1bfe7bb281;3ddb6ff8-7f24-494a-a3d1-d0c1aeef8acf;lunch;2;Lunch 2
20081ebd-2e05-4d80-960d-c7aef95d6e77;3ddb6ff8-7f24-494a-a3d1-d0c1aeef8acf;dinner;3;Dinner 3
c19fabf1-a975-4ec0-a483-b432310ef3d4;3ddb6ff8-7f24-494a-a3d1-d0c1aeef8acf;meal;4;Meal 4
bbed197b-faa8-4a35-88b2-31c60c881526;3ddb6ff8-7f24-494a-a3d1-d0c1aeef8acf;meal;5;Meal 5
5a13721d-532b-4cd3-b6a3-22dead0b58c3;3ddb6ff8-7f24-494a-a3d1-d0c1aeef8acf;snack;6;Snack 1
a6069af8-8375-434e-b1cf-d1bd6e256db1;2399a2e5-b5f6-42aa-aa69-0fb3cf00b940;breakfast;1;Breakfast 1
88d48b0b-2993-4bef-8672-03467eb7b5c9;2399a2e5-b5f6-42aa-aa69-0fb3cf00b940;lunch;2;Lunch 2
b66f90d3-2543-468d-a7eb-d5271dffed42;2399a2e5-b5f6-42aa-aa69-0fb3cf00b940;dinner;3;Dinner 3
efa35c47-a2d1-413c-a989-b1fc3d5e104a;e7dc333e-acf7-455d-9df1-9b9582d2b4a4;breakfast;1;Breakfast 1
30500f3d-5720-4c75-ac7c-4d115252244f;e7dc333e-acf7-455d-9df1-9b9582d2b4a4;lunch;2;Lunch 2
23c9f3aa-38fb-4ae1-81e5-16fd9afd44b5;e7dc333e-acf7-455d-9df1-9b9582d2b4a4;dinner;3;Dinner 3
d75d3c3c-5475-479d-84ad-2d5564330524;1720ee59-2888-4f4a-b5f9-d3edd45cf50f;breakfast;1;Breakfast 1
8a5fe253-d2b6-4cf8-aedc-fb62032e245c;1720ee59-2888-4f4a-b5f9-d3edd45cf50f;lunch;2;Lunch 2
b0d2b7c6-209e-4c9f-abf8-c525912b775f;1720ee59-2888-4f4a-b5f9-d3edd45cf50f;dinner;3;Dinner 3
9320a335-b3b0-4774-be53-afca14bb6b77;1720ee59-2888-4f4a-b5f9-d3edd45cf50f;meal;4;Meal 4
e7158a81-7777-4984-961d-208f15efe2ba;1720ee59-2888-4f4a-b5f9-d3edd45cf50f;meal;5;Meal 5
6dbfb900-6faf-4d8e-98d9-7c025c8365dd;1720ee59-2888-4f4a-b5f9-d3edd45cf50f;snack;6;Snack 1
68298e34-edaf-415e-80f7-b61a18552f99;39e3f387-08d2-46f8-87be-7d51fd13a643;breakfast;1;Breakfast 1
83eb80d7-6b19-46c8-9404-370060005209;39e3f387-08d2-46f8-87be-7d51fd13a643;lunch;2;Lunch 2
602c3fc9-cca9-4a63-8354-c21e4f1add04;39e3f387-08d2-46f8-87be-7d51fd13a643;dinner;3;Dinner 3
54a2350d-da62-4261-9f1f-f3d5372a9dda;39e3f387-08d2-46f8-87be-7d51fd13a643;meal;4;Meal 4
690619ee-20a5-4a67-ae8b-485401349f0a;39e3f387-08d2-46f8-87be-7d51fd13a643;meal;5;Meal 5
41a8957b-2330-499b-bae2-829a93d8402c;9729f0ed-d46b-4844-88ce-0521638388c1;breakfast;1;Breakfast 1
2f29a75c-235e-4329-91e7-5d8c697a5582;9729f0ed-d46b-4844-88ce-0521638388c1;lunch;2;Lunch 2
49649170-746c-4f69-8b86-d865acf350b6;9729f0ed-d46b-4844-88ce-0521638388c1;dinner;3;Dinner 3
d6289c9d-22d0-4dd0-a7cf-68cf6b65a3a8;9729f0ed-d46b-4844-88ce-0521638388c1;meal;4;Meal 4
8d2c3b3c-303d-43d0-83a6-d42d6c327f77;9729f0ed-d46b-4844-88ce-0521638388c1;meal;5;Meal 5
372d3e3b-2688-4970-ab43-1b6ea79cd6e8;9729f0ed-d46b-4844-88ce-0521638388c1;snack;6;Snack 1
619be028-afaf-4c8d-8c08-f7ca0d7e2b18;c81b4496-fbcf-4e56-a526-0f33d9a8b2be;breakfast;1;Breakfast 1
788b3074-54bc-402e-8ee4-2df5de0a75f8;c81b4496-fbcf-4e56-a526-0f33d9a8b2be;lunch;2;Lunch 2
513a84c3-7a41-46f8-a8ba-4508fa13c5c2;c81b4496-fbcf-4e56-a526-0f33d9a8b2be;dinner;3;Dinner 3
428165ae-7e94-4db4-8e75-5a4b8bc4f0e9;c81b4496-fbcf-4e56-a526-0f33d9a8b2be;snack;4;Snack 1
2a7f0164-7ae0-4e29-b833-15942373e4a8;6e56d3e9-0597-436b-8018-5d9f4b341e98;breakfast;1;Breakfast 1
92c95975-5733-4232-ada6-6b0e353d910b;6e56d3e9-0597-436b-8018-5d9f4b341e98;lunch;2;Lunch 2
b12b94c6-6620-4268-a687-a5487fb108d3;6e56d3e9-0597-436b-8018-5d9f4b341e98;dinner;3;Dinner 3
aad0364e-a65f-46a4-ae4a-a576495956ab;6e56d3e9-0597-436b-8018-5d9f4b341e98;snack;4;Snack 1
173759b9-5dd6-4a59-864d-ff84fa9e0b1e;bba7337e-73a8-4588-91bb-dc0cbda6cbed;breakfast;1;Breakfast 1
3be01b59-8fcc-49e4-bf4a-10686ebc95b5;bba7337e-73a8-4588-91bb-dc0cbda6cbed;lunch;2;Lunch 2
643f8b0b-a3b2-4e4d-8747-95e18f21f417;bba7337e-73a8-4588-91bb-dc0cbda6cbed;dinner;3;Dinner 3
09cac584-7eea-4766-9ee3-155869bb2945;bba7337e-73a8-4588-91bb-dc0cbda6cbed;meal;4;Meal 4
1e26e6ca-c716-4273-ae9d-795728d36932;bba7337e-73a8-4588-91bb-dc0cbda6cbed;meal;5;Meal 5
108820a1-d95c-43a3-bc4b-0a7832962e80;bba7337e-73a8-4588-91bb-dc0cbda6cbed;snack;6;Snack 1
49a99780-2933-4c73-a4e9-88e14256d04d;bba7337e-73a8-4588-91bb-dc0cbda6cbed;preworkout_snack;7;Preworkout_snack 2
34d7671b-7bd1-4f20-b2b4-ca029b0179e0;e1eb35a5-b0c5-4ba9-a4cc-a3edec7317fd;breakfast;1;Breakfast 1
73e1fc1b-cda4-4e0b-87e5-e65c7ca7dc40;e1eb35a5-b0c5-4ba9-a4cc-a3edec7317fd;lunch;2;Lunch 2
b330575e-da56-41f1-961a-b6911374a438;e1eb35a5-b0c5-4ba9-a4cc-a3edec7317fd;dinner;3;Dinner 3
7d01246a-ec94-46b1-9351-e5575b99c64e;e1eb35a5-b0c5-4ba9-a4cc-a3edec7317fd;meal;4;Meal 4
e959a6ba-3cdd-4c94-a77e-0c33c138a7b4;e1eb35a5-b0c5-4ba9-a4cc-a3edec7317fd;meal;5;Meal 5
aecc3e71-8d8c-49b3-b7fe-e31e343a7796;e1eb35a5-b0c5-4ba9-a4cc-a3edec7317fd;snack;6;Snack 1
b7fe1aa3-d005-4eb8-84d8-de823aba87ff;7f02147f-54cc-4e45-9023-f1a4197c590f;breakfast;1;Breakfast 1
66676ea3-0db0-40b6-843b-93056359937a;7f02147f-54cc-4e45-9023-f1a4197c590f;lunch;2;Lunch 2
3a13e34d-097a-436e-80f3-94034f209861;7f02147f-54cc-4e45-9023-f1a4197c590f;dinner;3;Dinner 3
8d05d5c1-4b07-4ecd-9450-3c4a1ed1de63;7f02147f-54cc-4e45-9023-f1a4197c590f;snack;4;Snack 1
15acd0f9-1789-4ff1-bc21-085571a568a5;6af24842-aabe-4da6-8f51-5c665a807225;breakfast;1;Breakfast 1
088ed8cc-1231-499e-9d51-9babd4207ed4;6af24842-aabe-4da6-8f51-5c665a807225;lunch;2;Lunch 2
045d477c-633f-419c-a434-0eb07c02bc1a;6af24842-aabe-4da6-8f51-5c665a807225;dinner;3;Dinner 3
4a85a06b-0f31-422e-9483-fa851c9e4c82;6af24842-aabe-4da6-8f51-5c665a807225;snack;4;Snack 1
783a9fb7-3401-4bb2-952e-b25af6878429;6af24842-aabe-4da6-8f51-5c665a807225;preworkout_snack;5;Preworkout_snack 2
e0f3ae97-afe2-4a73-96b3-3f2fa1666070;aa3e7470-9774-4338-bc72-5f32a2758984;breakfast;1;Breakfast 1
a3aa6362-0113-44dd-bbcb-25635f1eaac0;aa3e7470-9774-4338-bc72-5f32a2758984;lunch;2;Lunch 2
47fb3dee-a07e-442a-943d-91e2befaa572;aa3e7470-9774-4338-bc72-5f32a2758984;dinner;3;Dinner 3
c96f374f-bd42-427f-91c4-abb4d859fcc0;aa3e7470-9774-4338-bc72-5f32a2758984;snack;4;Snack 1
43616499-0dfe-42b2-84a7-3605c22d88a3;d216b0f1-760b-4b79-9a2f-6e2dd136ea69;breakfast;1;Breakfast 1
e760ee37-e752-4fe7-9a6e-78ac9e29e768;d216b0f1-760b-4b79-9a2f-6e2dd136ea69;lunch;2;Lunch 2
ce53f2ac-1633-401c-a850-a634f699005c;d216b0f1-760b-4b79-9a2f-6e2dd136ea69;dinner;3;Dinner 3
8b4ad0ac-17b8-4e62-a90d-e437ed8d0d0e;d216b0f1-760b-4b79-9a2f-6e2dd136ea69;meal;4;Meal 4
ef58401c-b5d4-4532-b862-b257075bce6a;f843eb35-f22d-4701-bedb-39638dd76b12;breakfast;1;Breakfast 1
948eac44-8848-4ee0-b320-3c228074066e;f843eb35-f22d-4701-bedb-39638dd76b12;lunch;2;Lunch 2
bbad94df-59bf-4f58-8903-f1de90931d0f;f843eb35-f22d-4701-bedb-39638dd76b12;dinner;3;Dinner 3
591730d9-f6cb-4382-9823-5509dc787def;f843eb35-f22d-4701-bedb-39638dd76b12;meal;4;Meal 4
633c22cb-6273-4c8a-a548-78810ec5af4a;f843eb35-f22d-4701-bedb-39638dd76b12;meal;5;Meal 5
c02d63f3-1c1e-4af3-9453-e4e76cf0bafc;f843eb35-f22d-4701-bedb-39638dd76b12;snack;6;Snack 1
9027fc57-e385-4d93-bad7-536f3c4e7fb6;21c66c68-e090-4c9c-9166-cb9dd6c8c90c;breakfast;1;Breakfast 1
5a364266-aab7-4f31-b4f1-d9a7494b8836;21c66c68-e090-4c9c-9166-cb9dd6c8c90c;lunch;2;Lunch 2
6bc9584b-2e18-4058-b32b-ca85a383b961;21c66c68-e090-4c9c-9166-cb9dd6c8c90c;dinner;3;Dinner 3
223695ac-c48b-4526-8d76-d490c87701cb;21c66c68-e090-4c9c-9166-cb9dd6c8c90c;meal;4;Meal 4
41727d22-4cbd-416d-bec7-fd896b3bd0de;21c66c68-e090-4c9c-9166-cb9dd6c8c90c;snack;5;Snack 1
b09d882c-b829-4d58-9e43-22069bffab3f;21c66c68-e090-4c9c-9166-cb9dd6c8c90c;preworkout_snack;6;Preworkout_snack 2
b5e91749-ee55-475f-add8-5154c66d96a1;e235de23-a197-42fe-a5b5-acba5a76b7d0;breakfast;1;Breakfast 1
45df606e-996f-44bd-8bca-f8c4464e7ea3;e235de23-a197-42fe-a5b5-acba5a76b7d0;lunch;2;Lunch 2
f531cbcf-ddc6-4b4a-aa03-da174a039a6a;e235de23-a197-42fe-a5b5-acba5a76b7d0;dinner;3;Dinner 3
284814f5-4bcb-4b7d-9e63-58880dd2443c;e235de23-a197-42fe-a5b5-acba5a76b7d0;snack;4;Snack 1
e61aef66-a908-4556-9d50-7cb71b7f3ad2;e235de23-a197-42fe-a5b5-acba5a76b7d0;preworkout_snack;5;Preworkout_snack 2
eb2567e3-e958-4ad3-bc3f-292b7a656a77;f102930d-521b-4eb1-a86a-b5843c1eb4de;breakfast;1;Breakfast 1
a52c7fbd-f784-42d0-848c-3c220e0bc60c;f102930d-521b-4eb1-a86a-b5843c1eb4de;lunch;2;Lunch 2
946056ba-55eb-48ca-ac06-dee818e14917;f102930d-521b-4eb1-a86a-b5843c1eb4de;dinner;3;Dinner 3
d4fb6a93-398a-45cd-9dd9-06f24b2d97c8;f102930d-521b-4eb1-a86a-b5843c1eb4de;meal;4;Meal 4
ce813e19-61c5-4a2f-9da4-e5bab4b91a18;f102930d-521b-4eb1-a86a-b5843c1eb4de;snack;5;Snack 1
dc760208-408c-4e86-bc3b-fc8f0e116a85;f102930d-521b-4eb1-a86a-b5843c1eb4de;preworkout_snack;6;Preworkout_snack 2
d2b55d82-482e-40e2-ba17-0be01f1ae2e5;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;breakfast;1;Breakfast 1
ea571a83-9a2d-4e12-a0d1-9b30652857fb;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;lunch;2;Lunch 2
c18e01af-07ac-4570-b4bf-2a1a19026d6a;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;dinner;3;Dinner 3
a036f908-bd69-423d-81fa-197595cbe2e2;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;meal;4;Meal 4
41f5366f-277a-404b-9a85-386c5296029d;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;meal;5;Meal 5
35a91a19-26d6-4cb8-8e24-93f1c570a4c0;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;snack;6;Snack 1
e92644f5-9e19-4262-b92f-18b331980875;a6b3bae5-035a-4695-854b-6d3ca5d2dd13;preworkout_snack;7;Preworkout_snack 2
02357216-b38b-48c1-9ab1-91e4dc1a913f;6fde3a79-9ec5-47d0-b627-06829385718d;breakfast;1;Breakfast 1
11cacd33-f8af-417e-91d7-cdce35192e59;6fde3a79-9ec5-47d0-b627-06829385718d;lunch;2;Lunch 2
a1134977-1303-490b-97ba-05e1d8239f93;6fde3a79-9ec5-47d0-b627-06829385718d;dinner;3;Dinner 3
1ce8aa6e-66d9-45a2-9001-fef9193003ab;6fde3a79-9ec5-47d0-b627-06829385718d;snack;4;Snack 1
994110b4-9b6b-441b-9e5a-a91dd821e2c5;6fde3a79-9ec5-47d0-b627-06829385718d;preworkout_snack;5;Preworkout_snack 2
9a100d03-e298-4b39-9f35-e8fc9a193596;4e40c88c-c535-4cb5-ba5f-8e851f36b583;breakfast;1;Breakfast 1
9ff206ca-e368-413e-87cb-4d6c36d6ea6a;4e40c88c-c535-4cb5-ba5f-8e851f36b583;lunch;2;Lunch 2
8df07ac7-c190-412d-a5aa-2852a1e3a4c8;4e40c88c-c535-4cb5-ba5f-8e851f36b583;dinner;3;Dinner 3
e78358fe-5b5c-4e76-a872-baa51c713503;4e40c88c-c535-4cb5-ba5f-8e851f36b583;meal;4;Meal 4
c42b88bd-c0db-4569-bfe5-d02c30c523b6;4e40c88c-c535-4cb5-ba5f-8e851f36b583;meal;5;Meal 5
9ecf72e4-3a48-4c0c-8045-3dfdf30bf9cc;339b39b3-c09e-4f26-8d10-e675af941728;breakfast;1;Breakfast 1
d4cc42d8-b2c5-417e-91ea-c4a507f0b1a3;339b39b3-c09e-4f26-8d10-e675af941728;lunch;2;Lunch 2
46bd98a7-f71f-450d-a0f0-f3cbd1c88e15;339b39b3-c09e-4f26-8d10-e675af941728;dinner;3;Dinner 3
86ffb7b7-2422-4895-9420-c4d61fc49671;339b39b3-c09e-4f26-8d10-e675af941728;meal;4;Meal 4
a49761ba-5bbf-49cb-83db-11ffb6656b49;339b39b3-c09e-4f26-8d10-e675af941728;snack;5;Snack 1
c0e3e75b-d977-4b51-8ff5-8bfc340167aa;315be9ec-65f4-4491-a9a8-a108edf9edd2;breakfast;1;Breakfast 1
6fe980bf-3998-471e-b682-1f75bb4477db;315be9ec-65f4-4491-a9a8-a108edf9edd2;lunch;2;Lunch 2
6dc14575-f5e6-46a9-aad7-b18aaac70ffa;315be9ec-65f4-4491-a9a8-a108edf9edd2;dinner;3;Dinner 3
c6c29b8f-f6eb-4a9e-8b44-32c9f176589b;315be9ec-65f4-4491-a9a8-a108edf9edd2;meal;4;Meal 4
76362130-c216-46be-8019-df97e371629b;315be9ec-65f4-4491-a9a8-a108edf9edd2;snack;5;Snack 1
f7267ce0-b4ac-4df0-911c-81f8139d85a6;d1b54fe0-7488-4a04-83b7-ac246f8cdb50;breakfast;1;Breakfast 1
3e4bb5f4-6f03-4bdd-8092-1b475b6f4559;d1b54fe0-7488-4a04-83b7-ac246f8cdb50;lunch;2;Lunch 2
d346b46a-6b2b-440a-988b-0529286bdd2c;d1b54fe0-7488-4a04-83b7-ac246f8cdb50;dinner;3;Dinner 3
c3ac325c-ec98-4fb3-b725-e91c38cbb7e0;d1b54fe0-7488-4a04-83b7-ac246f8cdb50;snack;4;Snack 1
b8e98822-472a-474f-8bf3-7f94c47d645f;dcd0255d-a90c-4cb5-b0f1-f4daaae768e4;breakfast;1;Breakfast 1
c56ebee7-ff43-4829-82ee-6071d1d319e2;dcd0255d-a90c-4cb5-b0f1-f4daaae768e4;lunch;2;Lunch 2
eb84e0ba-5ba0-44d1-84e8-cf1a1176f264;dcd0255d-a90c-4cb5-b0f1-f4daaae768e4;dinner;3;Dinner 3
19304877-593d-41c1-9dfb-7a4b91f9f40e;dcd0255d-a90c-4cb5-b0f1-f4daaae768e4;meal;4;Meal 4
94b50f91-03b6-4af8-8299-b91136056027;dcd0255d-a90c-4cb5-b0f1-f4daaae768e4;meal;5;Meal 5
6ae809e8-5c10-4e10-9bf3-53374cceb741;dcd0255d-a90c-4cb5-b0f1-f4daaae768e4;snack;6;Snack 1
0463cb04-ea39-4cd0-965a-d2ed11e57250;3956070d-4245-48ae-88f7-bec1dc00dd06;breakfast;1;Breakfast 1
b4aa09a4-2e9a-4c09-9784-e2f2fa5033da;3956070d-4245-48ae-88f7-bec1dc00dd06;lunch;2;Lunch 2
ad440702-8e43-4777-b23d-94fba690cf4f;3956070d-4245-48ae-88f7-bec1dc00dd06;dinner;3;Dinner 3
a9718a78-c17a-4f1f-89bc-91a500981ef9;3442f6bf-bbf6-4be6-b59c-e5cb0bcc018f;breakfast;1;Breakfast 1
f00fd42e-9e99-4eee-9ecf-f0523b6af0e1;3442f6bf-bbf6-4be6-b59c-e5cb0bcc018f;lunch;2;Lunch 2
51dbd2b5-ec06-49e4-9c07-c94a2817a186;3442f6bf-bbf6-4be6-b59c-e5cb0bcc018f;dinner;3;Dinner 3
df8a5b94-e02d-4a55-8d80-a6cf6fa18921;3442f6bf-bbf6-4be6-b59c-e5cb0bcc018f;meal;4;Meal 4
6aa46bb5-c4e1-4366-ade8-c565f9b7ee93;3442f6bf-bbf6-4be6-b59c-e5cb0bcc018f;snack;5;Snack 1
1a3b1e4e-bce1-46a4-bde7-aafb3083f524;b0f936e6-1d46-4d2c-a1ca-c251144258e4;breakfast;1;Breakfast 1
aa543f00-0f6a-41ab-879d-6919573afa34;b0f936e6-1d46-4d2c-a1ca-c251144258e4;lunch;2;Lunch 2
82b04f45-a010-4a2b-a7b9-445d3a34cb09;b0f936e6-1d46-4d2c-a1ca-c251144258e4;dinner;3;Dinner 3
535fdf5d-6617-465a-be4f-7c06bf3e9a01;b0f936e6-1d46-4d2c-a1ca-c251144258e4;meal;4;Meal 4
5238ab74-0857-43a9-9292-a8fd30576162;1610ad1e-44b0-49cb-85ca-8928ad78fe3a;breakfast;1;Breakfast 1
